1990-04-13;FR
1990-04-16;FR
1990-05-01;FR
1990-05-08;FR
1990-05-24;FR
1990-06-04;FR
1990-08-15;FR
1990-11-01;FR
1990-12-24;FR
1990-12-25;FR
1990-12-31;FR
1991-01-01;FR
1991-03-29;FR
1991-04-01;FR
1991-05-01;FR
1991-05-08;FR
1991-05-09;FR
1991-05-20;FR
1991-08-15;FR
1991-08-16;FR
1991-11-01;FR
1991-11-11;FR
1991-12-25;FR
1992-01-01;FR
1992-04-17;FR
1992-04-20;FR
1992-05-01;FR
1992-05-08;FR
1992-05-28;FR
1992-06-08;FR
1992-07-13;FR
1992-07-14;FR
1992-11-02;FR
1992-11-11;FR
1992-12-25;FR
1993-01-01;FR
1993-04-09;FR
1993-04-12;FR
1993-05-20;FR
1993-05-21;FR
1993-05-31;FR
1993-07-14;FR
1993-08-16;FR
1993-11-01;FR
1993-11-11;FR
1994-04-01;FR
1994-04-04;FR
1994-05-12;FR
1994-05-23;FR
1994-07-14;FR
1994-07-15;FR
1994-08-15;FR
1994-10-31;FR
1994-11-01;FR
1994-11-11;FR